593,0.60327,0.39673
594,0.60749,0.39251
595,0.6116,0.3884
596,0.6156,0.3844
597,0.61951,0.38049
598,0.62331,0.37669
599,0.62702,0.37298
600,0.63063,0.36937
601,0.63414,0.36586
602,0.63754,0.36246
603,0.64084,0.35916
604,0.64403,0.35597
605,0.64713,0.35287
606,0.65013,0.34987
607,0.65304,0.34696
608,0.65585,0.34415
609,0.65858,0.34142
610,0.66122,0.33878
611,0.66378,0.33622
612,0.66624,0.33376
613,0.6686,0.3314
614,0.67087,0.32913
615,0.67306,0.32694
616,0.67515,0.32485
617,0.67716,0.32284
618,0.67908,0.32092
619,0.68091,0.31909
620,0.68266,0.31734
621,0.68431,0.31569
622,0.68582,0.31418
623,0.68722,0.31278
624,0.68853,0.31147
625,0.68976,0.31024
626,0.69094,0.30906
627,0.69209,0.30791
628,0.69321,0.30679
629,0.69434,0.30566
630,0.69548,0.30452
631,0.69663,0.30337
632,0.69776,0.30224
633,0.69886,0.30114
634,0.69994,0.30006
635,0.70099,0.29901
636,0.70202,0.29798
637,0.70302,0.29698
638,0.704,0.296
639,0.70495,0.29505
640,0.70587,0.29413
641,0.70678,0.29322
642,0.70768,0.29232
643,0.70856,0.29144
644,0.70942,0.29058
645,0.71025,0.28975
646,0.71104,0.28896
647,0.71179,0.28821
648,0.71249,0.28751
649,0.71313,0.28687
650,0.71371,0.28629
651,0.71422,0.28578
652,0.71465,0.28535
653,0.71502,0.28498
654,0.71534,0.28466
655,0.71562,0.28438
656,0.71587,0.28413
657,0.7161,0.2839
658,0.71632,0.28368
659,0.71655,0.28345
660,0.71679,0.28321
661,0.71703,0.28297
662,0.71727,0.28273
663,0.71748,0.28252
664,0.71769,0.28231
665,0.71789,0.28211
666,0.71808,0.28192
667,0.71825,0.28175
668,0.71842,0.28158
669,0.71858,0.28142
670,0.71873,0.28127
671,0.71888,0.28112
672,0.71901,0.28099
673,0.71913,0.28087
674,0.71924,0.28076
675,0.71934,0.28066
676,0.71944,0.28056
677,0.71953,0.28047
678,0.71961,0.28039
679,0.71969,0.28031
680,0.71976,0.28024
681,0.71983,0.28017
682,0.71989,0.28011
683,0.71994,0.28006
684,0.71998,0.28002
685,0.72002,0.27998
686,0.72005,0.27995
687,0.72008,0.27992
688,0.72011,0.27989
689,0.72014,0.27986
690,0.72016,0.27984
691,0.72019,0.27981
692,0.72022,0.27978
693,0.72025,0.27975
694,0.72027,0.27973
695,0.7203,0.2797
696,0.72031,0.27969
697,0.72033,0.27967
698,0.72034,0.27966
699,0.72035,0.27965
700,0.72036,0.27964
701,0.72036,0.27964
702,0.72036,0.27964
703,0.72035,0.27965
704,0.72034,0.27966
705,0.72032,0.27968
706,0.72031,0.27969
707,0.72029,0.27971
708,0.72027,0.27973
709,0.72025,0.27975
710,0.72023,0.27977
711,0.7202,0.2798
712,0.72018,0.27982
713,0.72015,0.27985
714,0.72012,0.27988
715,0.72009,0.27991
716,0.72006,0.27994
717,0.72002,0.27998
718,0.71999,0.28001
719,0.71995,0.28005
720,0.71991,0.28009
721,0.71987,0.28013
722,0.71983,0.28017
723,0.71978,0.28022
724,0.71974,0.28026
725,0.71969,0.28031
726,0.71964,0.28036
727,0.7196,0.2804
728,0.71955,0.28045
729,0.7195,0.2805
730,0.71945,0.28055
731,0.7194,0.2806
732,0.71934,0.28066
733,0.71929,0.28071
734,0.71924,0.28076
735,0.71919,0.28081
736,0.71913,0.28087
737,0.71908,0.28092
738,0.71902,0.28098
739,0.71896,0.28104
740,0.71891,0.28109
741,0.71885,0.28115
742,0.71879,0.28121
743,0.71873,0.28127
744,0.71867,0.28133
745,0.71861,0.28139
746,0.71855,0.28145
747,0.71848,0.28152
748,0.71842,0.28158
749,0.71836,0.28164
750,0.71829,0.28171
751,0.71823,0.28177
752,0.71816,0.28184
753,0.7181,0.2819
754,0.71803,0.28197
755,0.71796,0.28204
756,0.71789,0.28211
757,0.71782,0.28218
758,0.71775,0.28225
759,0.71768,0.28232
760,0.71761,0.28239
761,0.71754,0.28246
762,0.71746,0.28254
763,0.71739,0.28261
764,0.71732,0.28268
765,0.71724,0.28276
766,0.71716,0.28284
767,0.71709,0.28291
768,0.71701,0.28299
769,0.71694,0.28306
770,0.71686,0.28314
771,0.71678,0.28322
772,0.7167,0.2833
773,0.71662,0.28338
774,0.71654,0.28346
775,0.71646,0.28354
776,0.71638,0.28362
777,0.7163,0.2837
778,0.71622,0.28378
779,0.71614,0.28386
780,0.71606,0.28394
781,0.71597,0.28403
782,0.71589,0.28411
783,0.71581,0.28419
784,0.71572,0.28428
785,0.71564,0.28436
786,0.71555,0.28445
787,0.71547,0.28453
788,0.71538,0.28462
789,0.71529,0.28471
790,0.71521,0.28479
791,0.71512,0.28488
792,0.71503,0.28497
793,0.71495,0.28505
794,0.71486,0.28514
795,0.71477,0.28523
796,0.71468,0.28532
797,0.71459,0.28541
798,0.7145,0.2855
799,0.71442,0.28558
800,0.71432,0.28568
801,0.71424,0.28576
802,0.71414,0.28586
803,0.71405,0.28595
804,0.71396,0.28604
805,0.71387,0.28613
806,0.71378,0.28622
807,0.71369,0.28631
808,0.7136,0.2864
809,0.7135,0.2865
810,0.71341,0.28659
811,0.71332,0.28668
812,0.71322,0.28678
813,0.71313,0.28687
814,0.71304,0.28696
815,0.71294,0.28706
816,0.71285,0.28715
817,0.71276,0.28724
818,0.71266,0.28734
819,0.71257,0.28743
820,0.71247,0.28753
821,0.71238,0.28762
822,0.71228,0.28772
823,0.71219,0.28781
824,0.71209,0.28791
825,0.712,0.288
826,0.7119,0.2881
827,0.71181,0.28819
828,0.71171,0.28829
829,0.71162,0.28838
830,0.71152,0.28848
